edad,sexo,altura,bmi,peso,h_sueno,c_sueno,n_estres,h_movil,t_pantalla,pasos,i_ejercicio,m_ejercicio,alim_enteros,alim_procesados,g_proteina,g_fibra,h_social,h_sol,l_agua,n_alcohol,t_meditacion,bienestar_fisico,bienestar_mental
62,1,1.63,25.8,68.5,7.1,4.6,2.1,7.4,8.1,6973,3,45,5.1,4.0,69.2,22.7,2.8,1.7,2.06,5.1,60.0,37.12,96.67
23,1,1.77,29.0,90.8,7.7,4.7,1.5,6.4,7.0,9313,3,67,5.6,3.5,102.6,25.4,2.7,2.5,2.1,0.0,60.0,100.0,60.0
38,1,1.6,29.1,74.6,7.9,4.7,1.5,6.1,6.7,5528,3,32,7.6,2.0,112.8,34.0,7.6,1.2,2.63,1.9,60.0,100.0,2.22
39,0,1.73,18.0,53.9,7.8,4.4,3.0,7.7,8.5,6690,3,43,10.0,0.0,107.8,45.0,4.6,1.6,1.67,0.3,60.0,92.84,60.0
41,1,1.71,24.0,70.2,7.7,4.5,2.6,6.0,6.6,5346,3,30,8.4,1.3,118.0,37.8,2.3,1.2,1.69,0.0,0.0,50.14,76.67
55,0,1.5,18.0,40.5,7.3,3.3,8.5,6.6,7.3,7910,3,54,7.6,1.9,61.7,34.3,4.6,2.0,3.14,5.3,60.0,100.0,84.44
42,1,1.68,20.5,57.8,7.4,3.3,8.5,6.1,6.7,9127,3,65,7.0,2.4,81.4,31.7,3.6,2.5,3.35,6.0,60.0,83.91,85.56
41,0,1.67,26.4,73.6,7.2,3.4,8.1,4.8,5.3,6589,2,42,8.6,1.1,126.5,38.7,3.9,1.6,2.73,2.3,60.0,88.72,94.44
59,1,1.68,23.9,67.5,6.6,3.3,8.5,7.5,8.2,7287,3,48,5.5,3.6,74.9,25.0,5.8,1.8,2.13,5.2,60.0,58.49,18.89
58,0,1.67,25.3,70.7,6.7,3.5,7.7,6.5,7.2,7923,3,54,8.2,1.4,116.5,37.1,5.0,2.1,1.46,0.6,60.0,79.08,3.33
54,1,1.64,27.7,74.6,7.2,3.5,7.6,6.4,7.0,6044,2,37,8.3,1.4,123.3,37.2,7.9,1.4,2.17,7.7,60.0,71.46,66.67
46,1,1.61,24.9,64.5,8.0,3.4,8.2,8.0,8.8,8300,3,58,6.3,2.9,81.7,28.5,2.6,2.2,2.24,6.4,60.0,79.23,45.56
27,1,1.69,27.0,77.2,7.3,3.3,8.3,5.7,6.3,6499,2,41,5.1,4.0,78.1,22.7,1.1,1.6,1.54,4.8,60.0,46.3,32.22
39,1,1.7,19.9,57.4,8.5,3.4,8.2,7.4,8.1,7275,3,48,8.5,1.2,97.1,38.1,7.0,1.8,2.57,0.7,60.0,100.0,51.11
21,1,1.68,30.3,85.6,7.1,3.5,7.5,4.2,4.6,8622,3,61,6.5,2.8,111.4,29.3,7.4,2.3,2.24,1.2,21.9,51.02,48.89
59,1,1.79,25.9,82.9,8.8,3.4,8.0,7.4,8.1,7812,3,53,7.5,2.0,124.9,33.9,7.3,2.0,1.11,1.1,60.0,69.54,38.89
61,1,1.64,20.1,54.0,7.0,3.5,7.4,6.6,7.3,7934,3,54,8.4,1.3,91.1,37.9,1.1,2.1,4.0,2.5,60.0,81.79,65.56
18,1,1.72,28.1,83.1,7.2,3.4,7.9,5.1,5.6,8126,3,56,7.0,2.4,116.1,31.4,8.0,2.1,2.58,0.0,60.0,81.53,37.78
45,1,1.7,19.8,57.2,7.0,3.4,7.9,2.2,2.4,5441,2,31,5.9,3.3,67.3,26.5,7.8,1.2,2.93,8.9,60.0,50.16,24.44
18,1,1.59,24.2,61.1,7.9,3.4,8.1,2.5,2.8,5866,2,35,8.6,1.1,104.8,38.6,7.4,1.3,2.11,1.1,60.0,62.21,12.22
29,0,1.53,29.6,69.4,7.3,3.4,8.2,5.7,6.3,4436,2,22,8.2,1.4,114.4,37.1,3.0,0.8,3.0,2.0,60.0,69.84,91.11
54,0,1.62,29.5,77.5,8.0,3.4,7.8,4.1,4.5,9122,3,65,8.6,1.2,132.7,38.5,3.7,2.5,0.84,0.0,60.0,95.16,57.78
21,1,1.84,30.4,102.9,8.1,3.2,9.0,5.8,6.4,7208,3,48,6.4,2.9,130.9,28.6,2.6,1.8,2.08,0.0,60.0,62.14,46.67
63,0,1.66,20.8,57.3,6.3,3.2,8.9,4.5,5.0,9784,3,71,8.9,0.9,101.8,40.0,6.6,2.7,2.63,0.7,48.9,56.66,55.56
35,1,1.58,29.5,73.7,6.3,3.4,8.1,5.3,5.8,6583,2,42,6.3,3.0,92.3,28.2,3.0,1.6,1.68,8.4,60.0,61.25,66.67
50,1,1.5,19.8,44.5,8.2,3.4,7.9,2.4,2.6,5531,2,32,5.8,3.4,51.3,25.9,0.9,1.2,3.27,2.0,60.0,54.04,81.11
33,0,1.67,19.0,53.1,6.7,3.3,8.3,2.3,2.5,8506,3,60,5.0,4.0,53.2,22.5,1.3,2.3,2.77,0.9,60.0,76.87,62.22
26,1,1.69,22.2,63.3,8.2,3.3,8.6,6.7,7.4,2000,3,0,6.5,2.8,82.0,29.2,5.2,0.0,1.32,3.1,0.0,38.73,54.44
63,0,1.7,20.4,59.0,6.7,3.5,7.3,4.2,4.6,6969,2,45,7.3,2.1,86.7,33.0,7.7,1.7,0.73,2.3,60.0,84.66,96.67
59,1,1.64,23.9,64.3,6.8,3.3,8.4,3.9,4.3,5238,2,29,7.8,1.7,100.7,35.2,3.5,1.1,2.18,3.3,60.0,86.0,86.67
37,1,1.72,24.9,73.7,6.6,3.4,8.2,6.1,6.7,5577,2,33,8.5,1.2,126.0,38.5,5.2,1.2,1.63,5.9,60.0,49.31,5.56
18,0,1.68,21.3,60.1,7.3,3.4,8.0,3.1,3.4,7552,3,51,6.5,2.8,77.6,29.1,7.1,1.9,2.62,4.6,0.0,43.83,22.22
18,0,1.59,20.8,52.5,7.1,3.3,8.6,5.9,6.5,7099,2,47,3.0,5.6,40.0,13.6,4.6,1.8,1.64,0.0,60.0,78.16,54.44
37,1,1.67,22.1,61.5,6.9,3.5,7.7,4.7,5.2,5985,2,36,9.2,0.7,112.8,41.3,7.7,1.4,1.85,4.3,60.0,100.0,96.67
37,1,1.7,23.4,67.6,8.7,3.5,7.4,5.9,6.5,7598,3,51,8.9,0.9,120.2,40.0,1.8,1.9,4.0,0.0,60.0,100.0,35.56
45,0,1.66,25.5,70.3,7.1,3.5,7.3,7.1,7.8,6393,2,40,5.0,4.0,70.9,22.7,1.2,1.5,2.42,1.2,60.0,66.9,35.56
46,1,1.7,29.4,84.9,6.7,3.5,7.6,6.8,7.5,7119,2,47,10.0,0.0,169.8,45.0,7.7,1.8,2.4,4.6,60.0,97.58,57.78
53,1,1.77,22.4,70.2,6.8,3.4,8.2,7.3,8.0,6889,2,45,6.0,3.2,84.3,27.0,4.5,1.7,3.4,0.0,60.0,67.36,67.78
56,0,1.59,22.5,56.8,8.4,3.4,7.8,6.0,6.6,5320,2,30,7.2,2.2,81.7,32.4,5.2,1.1,3.11,0.0,60.0,74.17,93.33
50,0,1.53,23.0,53.9,6.9,3.2,9.0,7.6,8.4,9799,3,71,9.2,0.7,98.8,41.3,2.7,2.7,2.16,5.4,60.0,70.91,36.67
38,1,1.84,21.3,72.0,7.2,3.3,8.5,6.4,7.0,8583,3,60,4.8,4.2,69.1,21.6,2.2,2.3,2.01,7.2,60.0,59.29,55.56
53,1,1.66,25.8,71.1,6.2,3.3,8.6,4.6,5.1,6194,2,38,10.0,0.0,142.2,45.0,1.6,1.5,2.41,0.9,60.0,87.24,55.56
31,1,1.66,23.5,64.8,6.8,3.3,8.7,7.2,7.9,7617,3,51,7.0,2.4,90.1,31.3,3.0,1.9,3.25,0.7,60.0,82.05,33.33
50,1,1.7,25.2,72.9,7.4,3.3,8.3,6.0,6.6,5691,2,34,7.0,2.4,102.1,31.5,2.7,1.3,3.08,0.0,60.0,75.16,31.11
57,1,1.7,34.3,99.1,6.9,3.4,7.9,5.8,6.4,6875,2,45,9.6,0.3,190.5,43.3,1.4,1.7,1.44,0.0,60.0,100.0,85.56
39,1,1.67,30.2,84.3,6.8,3.5,7.7,6.9,7.6,6563,2,42,6.7,2.7,112.4,30.0,6.3,1.6,1.71,3.3,60.0,96.42,46.67
62,0,1.62,18.0,47.2,6.3,2.6,7.8,3.7,4.1,6395,2,40,8.0,1.6,75.1,35.8,1.8,1.5,2.9,4.0,0.0,63.19,28.89
38,1,1.7,24.3,70.2,6.9,3.3,8.5,5.6,6.2,2760,2,7,8.1,1.5,114.4,36.7,1.8,0.3,3.57,2.6,60.0,70.05,5.56
34,1,1.71,24.9,72.7,6.6,3.2,8.9,4.7,5.2,7063,2,46,5.6,3.6,80.7,25.0,7.4,1.8,2.3,0.0,60.0,64.68,11.11
53,0,1.5,18.8,42.3,9.1,3.2,9.0,5.9,6.5,10340,4,76,5.0,4.0,42.2,22.5,5.8,2.9,1.43,0.0,60.0,100.0,27.78
45,1,1.83,33.5,112.2,7.3,3.4,8.2,7.6,8.4,8040,3,55,4.6,4.3,103.6,20.8,3.0,2.1,4.0,0.4,60.0,63.27,28.89
50,0,1.61,20.8,53.9,8.1,3.4,7.9,7.2,7.9,6329,2,39,5.8,3.4,62.3,26.0,7.2,1.5,2.33,1.0,60.0,73.25,56.67
60,0,1.66,25.4,70.0,7.7,3.5,7.7,4.7,5.2,7455,3,50,8.6,1.1,120.5,38.7,0.9,1.9,2.96,1.2,60.0,100.0,52.22
62,0,1.52,23.2,53.7,8.3,3.4,7.8,3.7,4.1,7358,3,49,10.0,0.0,107.4,45.0,2.8,1.9,2.21,2.4,60.0,100.0,5.56
26,1,1.67,23.5,65.5,6.8,3.5,7.5,6.4,7.0,5257,2,30,9.3,0.6,121.2,41.6,2.8,1.1,4.0,5.7,60.0,100.0,22.22
25,1,1.65,26.3,71.6,7.7,3.4,8.2,7.9,8.7,5657,2,33,8.8,0.9,126.2,39.7,5.3,1.3,2.55,2.2,38.7,54.15,70.0
38,1,1.8,18.0,58.3,7.4,3.4,7.9,2.5,2.8,7961,3,55,10.0,0.0,116.6,45.0,2.7,2.1,1.37,3.6,60.0,73.83,44.44
36,1,1.66,25.0,69.0,6.5,3.4,8.1,4.3,4.7,5526,2,32,4.7,4.2,65.3,21.3,8.0,1.2,3.06,5.6,60.0,51.88,63.33
45,1,1.75,27.2,83.2,8.1,3.3,8.3,2.7,3.0,7111,2,47,4.6,4.4,75.8,20.5,3.9,1.8,2.42,2.7,60.0,77.38,33.33
37,0,1.57,20.5,50.5,8.5,3.5,7.7,5.3,5.8,6358,2,40,9.8,0.2,99.1,44.1,1.4,1.5,2.69,1.4,60.0,75.74,22.22
42,0,1.59,19.4,49.0,7.0,3.4,7.9,3.3,3.6,5224,2,29,8.7,1.0,85.6,39.3,7.8,1.1,1.74,5.8,60.0,64.93,62.22
37,1,1.68,27.8,78.4,7.3,2.7,7.4,4.2,4.6,7492,3,50,4.3,4.5,68.1,19.6,5.9,1.9,2.39,10.0,60.0,92.31,38.89
43,0,1.71,24.0,70.2,6.7,3.3,8.3,3.6,4.0,3288,2,11,8.1,1.5,114.4,36.7,1.4,0.4,2.2,1.0,60.0,99.06,4.44
60,0,1.5,22.6,50.8,7.2,3.3,8.3,4.9,5.4,4178,2,20,10.0,0.0,101.6,45.0,3.5,0.8,2.31,1.0,60.0,75.76,32.22
20,1,1.61,24.2,62.7,7.7,3.5,7.4,6.5,7.2,7022,2,46,4.5,4.4,57.0,20.5,2.5,1.7,1.94,1.0,0.0,29.16,38.89
43,0,1.5,24.2,54.5,7.8,3.5,7.3,4.4,4.8,7122,2,47,10.0,0.0,109.0,45.0,7.7,1.8,3.27,1.9,60.0,76.0,81.11
34,0,1.54,22.5,53.4,7.2,3.5,7.5,7.3,8.0,7316,3,49,6.7,2.6,71.6,30.2,4.2,1.8,3.32,4.1,60.0,80.76,55.56
34,1,1.64,24.2,65.0,6.9,3.4,7.8,7.2,7.9,4944,2,27,3.3,5.4,42.8,14.8,2.4,1.0,2.26,2.9,60.0,43.13,87.78
36,0,1.51,18.0,41.0,6.7,3.4,8.1,3.2,3.5,7072,2,46,10.0,0.0,82.0,45.0,1.2,1.8,1.42,5.8,60.0,67.16,21.11
58,1,1.65,29.2,79.5,8.2,3.5,7.6,6.7,7.4,8291,3,58,5.3,3.7,84.9,24.0,0.9,2.2,1.52,2.0,60.0,43.46,87.78
35,0,1.5,18.3,41.2,7.4,3.4,7.8,5.9,6.5,6511,2,41,5.0,4.0,41.1,22.4,7.4,1.6,3.29,0.0,60.0,80.08,23.33
57,0,1.55,30.5,73.4,6.7,3.3,8.3,7.6,8.4,7764,3,53,5.9,3.3,86.9,26.6,3.9,2.0,2.1,3.3,0.0,36.42,74.44
37,0,1.7,26.2,75.7,8.2,3.3,8.3,5.5,6.1,8634,3,61,8.5,1.2,129.0,38.4,1.2,2.3,1.67,4.5,49.2,50.03,64.44
22,1,1.73,23.0,68.8,7.9,3.4,7.8,2.1,2.3,7996,3,55,9.3,0.5,128.4,42.0,3.1,2.1,1.48,10.0,0.0,45.42,40.0
34,0,1.63,24.0,63.8,7.8,3.3,8.3,7.6,8.4,2456,2,4,6.0,3.2,76.5,27.0,4.6,0.2,3.05,5.1,0.0,24.63,27.78
31,0,1.55,24.8,59.6,8.1,3.5,7.5,2.5,2.8,6974,2,45,9.8,0.2,116.5,44.0,3.8,1.7,2.27,0.0,60.0,100.0,11.11
34,0,1.51,27.5,62.8,7.0,3.3,8.4,5.9,6.5,7473,3,50,8.7,1.0,109.2,39.1,1.5,1.9,2.32,2.5,60.0,83.27,16.67
20,1,1.62,23.9,62.7,6.6,2.7,7.7,5.6,6.2,5036,2,28,8.9,0.9,111.2,39.9,1.5,1.1,1.36,5.9,60.0,100.0,54.44
20,1,1.7,23.5,67.9,8.7,3.4,7.9,7.4,8.1,7014,2,46,10.0,0.0,135.8,45.0,4.7,1.7,2.72,0.0,60.0,100.0,45.56
20,1,1.76,25.4,78.8,7.1,3.5,7.4,3.8,4.2,8382,3,58,5.3,3.8,83.1,23.7,5.3,2.2,2.31,2.7,60.0,96.9,43.33
34,1,1.76,25.5,79.0,8.9,3.4,8.0,7.4,8.1,6879,2,45,9.2,0.7,144.8,41.3,3.8,1.7,1.74,0.0,60.0,94.65,14.44
32,1,1.74,27.5,83.2,7.8,3.4,7.8,2.1,2.3,8584,3,60,4.6,4.3,76.3,20.6,5.8,2.3,3.09,1.7,0.0,18.87,91.11
51,1,1.65,24.1,65.6,8.6,3.5,7.4,7.0,7.7,6252,2,39,4.8,4.2,62.7,21.5,4.6,1.5,1.41,5.8,60.0,90.52,20.0
52,1,1.7,23.0,66.5,8.2,3.2,9.0,6.2,6.8,6714,2,43,6.3,3.0,83.2,28.2,5.2,1.6,1.22,2.6,60.0,59.81,42.22
22,0,1.6,26.2,67.2,7.3,3.4,7.8,2.4,2.6,8581,3,60,10.0,0.0,134.4,45.0,5.0,2.3,3.48,2.4,60.0,95.83,5.56
20,0,1.61,20.3,52.7,8.2,3.7,6.5,2.4,2.6,7467,3,50,10.0,0.0,105.4,45.0,7.4,1.9,2.47,3.1,60.0,100.0,31.11
30,1,1.84,21.0,71.2,8.9,3.6,7.2,3.4,3.7,10713,4,80,6.9,2.4,98.9,31.3,5.1,3.0,3.18,6.1,60.0,92.3,38.89
48,0,1.5,28.1,63.2,7.9,3.7,6.4,6.8,7.5,8739,3,62,7.4,2.1,93.6,33.3,7.8,2.3,2.36,10.0,60.0,100.0,70.0
26,1,1.68,22.3,62.9,7.5,3.7,6.4,4.8,5.3,7285,3,48,6.3,3.0,79.3,28.4,7.9,1.8,2.1,9.8,60.0,60.6,86.67
52,1,1.78,24.7,78.4,8.1,3.7,6.4,4.2,4.6,8571,3,60,8.4,1.3,132.3,38.0,5.4,2.3,3.12,10.0,60.0,100.0,84.44
53,1,1.6,23.6,60.4,8.1,3.8,5.8,7.0,7.7,8946,3,64,2.5,6.0,40.0,11.4,2.6,2.4,1.65,2.9,60.0,49.24,91.11
27,1,1.65,25.0,68.1,9.6,3.5,7.4,5.4,5.9,7701,3,52,6.8,2.5,93.1,30.8,4.3,2.0,1.63,3.5,60.0,79.64,30.0
20,1,1.66,19.9,54.8,8.1,3.6,7.0,7.4,8.1,9935,4,73,10.0,0.0,109.3,44.9,1.2,2.7,1.5,2.3,60.0,64.64,90.0
27,0,1.6,24.3,62.3,7.6,3.7,6.5,5.9,6.5,9459,3,68,6.7,2.6,83.4,30.1,2.1,2.6,1.64,0.0,60.0,91.66,46.67
18,0,1.51,23.2,52.9,9.4,3.6,6.9,3.0,3.3,7268,3,48,6.2,3.0,65.8,28.0,3.9,1.8,1.78,5.6,60.0,70.82,32.22
27,1,1.74,20.1,60.7,8.8,3.5,7.3,4.8,5.3,9724,3,71,9.0,0.8,109.7,40.7,1.2,2.7,2.01,2.5,60.0,89.39,7.78
48,1,1.75,22.5,68.8,8.3,4.0,5.1,4.8,5.3,10468,4,78,8.5,1.2,116.5,38.1,2.5,2.9,1.42,3.2,60.0,100.0,48.89
55,0,1.66,28.4,78.3,7.7,3.6,7.0,6.9,7.6,8738,3,62,4.5,4.4,71.1,20.4,8.0,2.3,3.03,6.5,60.0,75.83,14.44
56,1,1.64,22.3,60.0,7.8,3.8,6.0,4.2,4.6,9149,3,65,6.8,2.6,81.0,30.4,5.0,2.5,1.33,4.4,60.0,61.3,68.89
61,1,1.71,25.1,73.4,8.9,3.6,6.8,7.6,8.4,11419,4,86,4.2,4.6,61.8,19.0,4.2,3.3,2.87,3.6,60.0,61.78,32.22
58,1,1.64,19.9,53.5,9.3,3.8,5.9,6.4,7.0,8984,3,64,9.1,0.7,97.0,40.8,5.4,2.4,2.7,5.0,60.0,100.0,75.56
56,1,1.68,26.2,73.9,8.2,3.6,7.1,8.0,8.8,10530,4,78,4.8,4.2,70.8,21.6,2.5,3.0,1.88,0.0,60.0,98.68,57.78
28,0,1.77,26.3,82.5,9.6,3.7,6.6,5.2,5.7,9915,4,73,9.0,0.8,148.3,40.4,3.8,2.7,1.22,0.0,60.0,100.0,40.0
60,1,1.71,27.2,79.4,7.7,3.7,6.5,2.4,2.6,7916,3,54,7.0,2.4,111.8,31.7,6.6,2.0,3.59,3.2,60.0,72.61,97.78
30,0,1.54,21.8,51.7,7.9,3.9,5.4,2.6,2.9,9629,3,70,8.9,0.9,91.8,39.9,5.7,2.6,2.57,4.7,60.0,100.0,94.44
35,1,1.71,28.9,84.4,7.9,3.7,6.5,3.3,3.6,12208,4,94,8.1,1.5,137.3,36.6,6.6,3.5,3.91,9.2,60.0,100.0,72.22
27,0,1.53,24.3,56.9,8.3,4.0,5.2,2.0,2.2,6999,3,46,5.3,3.7,60.9,24.1,7.8,1.7,2.04,5.8,60.0,100.0,68.89
47,0,1.54,21.7,51.4,7.5,3.9,5.5,2.7,3.0,8957,3,64,8.1,1.5,83.4,36.5,1.0,2.4,2.39,5.4,60.0,100.0,54.44
62,1,1.63,25.5,67.8,8.0,3.8,6.1,4.6,5.1,9288,3,67,7.7,1.8,104.5,34.7,7.5,2.5,3.43,2.0,48.0,73.95,76.67
40,1,1.67,18.0,50.2,8.2,3.7,6.4,4.6,5.1,8866,3,63,4.0,4.8,40.6,18.2,5.4,2.4,2.87,0.0,60.0,100.0,24.44
38,1,1.77,19.5,61.2,8.0,4.0,5.0,7.6,8.4,7854,3,54,8.0,1.6,97.5,35.8,2.6,2.0,2.51,4.5,60.0,100.0,85.56
52,1,1.74,29.4,89.0,8.1,3.9,5.7,3.6,4.0,8646,3,61,7.3,2.2,130.1,32.9,1.7,2.3,2.48,10.0,60.0,59.53,38.89
63,0,1.66,25.8,71.0,8.7,3.8,5.8,3.8,4.2,6947,3,45,6.3,3.0,89.2,28.3,2.4,1.7,2.69,6.3,60.0,69.24,38.89
33,1,1.62,20.8,54.5,9.1,3.8,5.8,7.6,8.4,11603,4,88,4.1,4.7,45.0,18.6,7.0,3.3,2.17,1.4,60.0,61.01,16.67
55,1,1.66,20.6,56.7,7.3,3.7,6.7,5.5,6.1,8575,3,60,9.1,0.7,103.3,41.0,1.9,2.3,2.64,0.0,60.0,88.13,74.44
21,1,1.72,25.8,76.2,7.5,3.7,6.6,2.7,3.0,9670,3,70,5.2,3.8,79.1,23.4,1.4,2.7,2.16,1.3,60.0,72.21,12.22
30,1,1.66,23.6,65.1,8.6,3.9,5.3,4.2,4.6,10086,4,74,4.0,4.8,52.0,18.0,5.0,2.8,1.88,8.8,60.0,84.33,1.11
49,0,1.6,20.4,52.3,7.9,3.6,7.0,5.9,6.5,8303,3,58,6.8,2.6,71.0,30.5,2.4,2.2,3.09,0.0,60.0,93.36,40.0
33,0,1.65,23.4,63.7,8.6,3.9,5.3,4.6,5.1,7833,3,53,10.0,0.0,127.4,45.0,7.4,2.0,2.82,0.0,60.0,100.0,53.33
41,0,1.6,23.2,59.3,8.0,3.6,7.1,7.7,8.5,8170,3,56,7.3,2.2,86.3,32.8,6.6,2.1,1.75,2.0,60.0,70.94,35.56
34,0,1.64,20.9,56.3,8.2,3.6,7.1,4.6,5.1,7806,3,53,5.2,3.8,58.6,23.4,4.5,2.0,1.82,0.0,60.0,93.47,94.44
30,0,1.73,23.3,69.7,7.8,3.8,6.2,5.1,5.6,9407,3,68,8.9,0.9,124.2,40.1,5.4,2.6,1.5,1.3,0.0,56.07,92.22
40,0,1.61,27.2,70.6,8.2,3.5,7.7,7.9,8.7,9184,3,66,8.4,1.2,119.2,38.0,4.3,2.5,2.07,5.9,60.0,100.0,12.22
56,1,1.78,20.2,64.1,7.9,3.9,5.4,4.1,4.5,9403,3,68,5.9,3.3,75.9,26.7,7.8,2.6,2.52,6.4,0.0,56.75,70.0
41,1,1.74,24.1,72.8,7.7,3.6,7.0,6.2,6.8,9351,3,67,4.0,4.8,57.7,17.8,5.0,2.5,1.31,3.8,60.0,54.25,62.22
31,0,1.52,30.9,71.4,8.5,3.7,6.4,2.8,3.1,7474,3,50,3.2,5.4,46.3,14.6,4.9,1.9,1.62,3.7,0.0,5.65,22.22
42,1,1.62,27.8,72.9,8.0,3.8,6.2,7.2,7.9,9527,3,69,5.1,3.9,74.2,22.9,1.8,2.6,1.83,0.0,51.2,55.31,66.67
46,0,1.56,24.5,59.7,7.6,3.7,6.3,6.6,7.3,10311,4,76,8.2,1.4,97.8,36.9,7.6,2.9,1.79,4.4,60.0,100.0,13.33
36,1,1.64,20.5,55.2,9.0,3.5,7.6,3.1,3.4,8616,3,61,8.3,1.4,91.1,37.1,6.0,2.3,2.82,2.8,60.0,100.0,25.56
19,0,1.61,22.1,57.2,8.1,4.0,5.0,3.5,3.9,8851,3,63,8.1,1.5,93.0,36.6,2.6,2.4,2.63,3.9,60.0,83.67,53.33
43,1,1.74,23.5,71.3,7.7,3.6,7.2,6.4,7.0,9845,4,72,10.0,0.0,142.6,45.0,3.8,2.7,4.0,5.0,60.0,100.0,31.11
63,0,1.71,19.7,57.6,8.0,3.7,6.3,6.8,7.5,9045,3,65,4.2,4.6,48.8,19.1,4.1,2.4,2.98,10.0,0.0,38.56,83.33
50,1,1.72,25.1,74.3,8.6,3.8,6.1,7.7,8.5,8168,3,56,5.4,3.7,80.1,24.3,5.3,2.1,3.18,6.3,60.0,91.17,47.78
45,0,1.59,26.8,67.8,7.7,3.9,5.6,2.8,3.1,7759,3,53,7.9,1.7,107.0,35.5,4.7,2.0,2.52,5.7,60.0,93.73,48.89
25,1,1.55,22.0,52.9,9.2,3.8,6.0,5.3,5.8,11824,4,90,7.9,1.7,83.3,35.4,4.1,3.4,3.53,9.1,0.0,75.93,31.11
54,1,1.7,25.1,72.4,7.3,3.8,5.9,5.9,6.5,8134,3,56,10.0,0.0,144.8,45.0,6.5,2.1,2.06,6.6,60.0,100.0,63.33
50,0,1.62,21.2,55.7,7.6,3.8,5.8,3.5,3.9,8702,3,61,6.4,2.9,71.1,28.7,4.9,2.3,2.03,0.0,60.0,100.0,21.11
63,1,1.71,21.8,63.6,9.0,3.6,6.8,5.5,6.1,8593,3,60,7.4,2.1,93.6,33.1,4.6,2.3,2.22,10.0,60.0,68.28,71.11
56,1,1.85,27.6,94.5,8.5,4.0,4.9,6.9,7.6,8068,3,56,6.3,3.0,118.3,28.2,3.2,2.1,2.29,0.0,60.0,90.36,88.89
27,1,1.79,25.4,81.4,8.9,3.5,7.3,3.8,4.2,9587,3,70,8.0,1.6,129.9,35.9,1.7,2.6,3.24,3.8,60.0,100.0,35.56
38,1,1.75,23.8,72.9,8.8,3.5,7.3,7.4,8.1,8938,3,64,5.3,3.8,77.3,23.9,5.4,2.4,3.44,6.6,60.0,51.52,63.33
52,1,1.63,24.7,65.5,8.6,3.8,5.8,6.5,7.2,9442,3,68,6.8,2.5,89.3,30.7,7.8,2.6,2.3,5.4,60.0,100.0,24.44
49,0,1.58,25.3,63.1,8.2,3.5,7.3,5.0,5.5,8452,3,59,4.7,4.3,58.9,21.0,1.1,2.2,4.0,10.0,60.0,32.39,6.67
24,0,1.61,27.8,72.1,7.6,4.0,5.2,5.6,6.2,10861,4,81,7.3,2.2,104.9,32.7,6.2,3.1,1.75,0.0,60.0,97.48,64.44
56,0,1.57,22.6,55.7,8.0,3.8,6.1,2.1,2.3,8779,3,62,10.0,0.0,111.4,45.0,6.8,2.3,2.76,3.3,60.0,98.22,22.22
24,1,1.74,18.0,54.5,8.5,4.0,4.9,6.7,7.4,10892,4,82,6.4,2.9,69.6,28.7,5.7,3.1,1.85,1.7,60.0,100.0,51.11
29,1,1.72,26.2,77.6,8.4,3.8,6.0,7.5,8.2,10835,4,81,8.8,0.9,136.8,39.7,5.2,3.1,3.97,3.5,60.0,100.0,30.0
28,1,1.62,20.1,52.8,7.9,3.9,5.7,3.9,4.3,8353,3,58,7.6,1.9,79.9,34.1,1.0,2.2,1.32,0.6,60.0,85.94,83.33
20,1,1.78,27.1,86.0,8.1,3.8,6.1,5.0,5.5,8645,3,61,2.6,5.9,44.1,11.5,6.6,2.3,2.55,4.4,60.0,45.48,2.22
55,1,1.71,25.0,73.2,8.2,3.6,7.2,5.6,6.2,8114,3,56,6.9,2.5,101.1,31.1,6.5,2.1,1.66,6.4,60.0,44.01,52.22
45,1,1.58,22.6,56.5,7.8,3.8,5.9,3.2,3.5,8420,3,59,6.5,2.8,73.4,29.2,2.7,2.2,2.77,0.5,0.0,39.77,86.67
20,1,1.7,21.5,62.1,7.4,3.9,5.5,7.9,8.7,8786,3,62,6.1,3.1,76.0,27.5,6.3,2.3,2.17,1.6,60.0,95.52,83.33
43,1,1.72,28.0,82.8,6.9,3.7,6.6,6.5,7.2,8874,3,63,7.0,2.4,115.2,31.3,4.4,2.4,1.64,6.2,60.0,60.33,86.67
45,1,1.77,26.4,82.6,8.3,4.0,5.1,3.1,3.4,9904,4,72,6.6,2.7,109.5,29.8,1.1,2.7,2.21,0.4,60.0,77.72,8.89
31,0,1.6,24.0,61.5,7.1,3.7,6.6,4.6,5.1,8491,3,59,7.3,2.1,90.1,32.9,6.9,2.2,2.46,2.9,60.0,74.0,45.56
52,1,1.76,20.8,64.4,7.3,3.8,6.2,7.6,8.4,9301,3,67,6.2,3.0,80.0,28.0,3.8,2.5,2.82,0.0,60.0,74.25,3.33
57,1,1.71,23.4,68.5,8.4,3.9,5.3,6.8,7.5,8150,3,56,9.5,0.4,130.4,42.8,4.6,2.1,3.33,5.2,60.0,100.0,6.67
21,1,1.61,26.5,68.8,8.8,4.0,5.0,6.7,7.4,8674,3,61,6.6,2.7,91.5,29.9,1.1,2.3,2.82,7.4,60.0,79.38,16.67
25,1,1.6,19.9,50.9,9.1,3.6,6.8,7.1,7.8,7956,3,54,6.1,3.1,62.0,27.4,6.2,2.1,3.08,10.0,60.0,62.57,14.44
